	input
7420	Ndizihiwe Servilien, wayoboraga akagari ka Kivumo we yemera ko yakoze itsinda rya baringa akanabisabira imbabazi, ubu ngo akaba atangiye kwishyura miliyoni imwe na Magana atatu.
7421	Ibitaro bya Murunda ubwabyo byihariye umwenda wa miliyoni 54, muri uyu mwenda wa miliyoni 142 Farumasi yishyuza.
7422	Ubu kano kagari abayobozi bakagize akarima kabo, baca amafaranga umuturage uko bishakiye,.
7423	Usalama III ni igikorwa cya polisi kigamije guhashya ibyaha ndenga mipaka, ibi bikorwa buri gihugu gikurikirana ibyaha bigikorerwamo, kigahereza ibindi amakuru yabifasha.
7424	Umunyamabanga wa Leta muri Minisiteri y’ubuhinzi n’ubworozi , Tony Nsanganira yavuze ko iri torero rirangiye ryateguwe mu rwego rwo kunoza imikorere mu rwego rw’ubuhinzi n’ubworozi hongerwa umusaruro.
7425	Intumwa yihariye y’Umuryango w’Abibumbye muri uyu muhango Martin Ihoeghian Uhomoibhi yavuze ko Guhera ubu, abambitswe imidari bagizwe abahagarariye amahoro ku Isi hose.
7426	Ni nyuma y’uko inama y’abaminisitiri yo ku wa 24 Kamena 2016 yemeje icyo kigega kigamije gufasha mu ishoramari ry’iterambere.
7427	Leta y’u Buyapani izakomeza gutera inkunga imishinga y’iterambere mu Rwanda nk’uburezi, amazi n’isuku ndetse no kurandura ubukene mu banyarwanda.
7428	CIP Karega yavuze ko Mutsindashyaka, ufite imyaka 28 y’amavuko, yafatiwe mu kagari ka Gahogo, ho mu murenge wa Nyamabuye ku itariki 25 Kamena ahagana saa tatu za mu gitondo.
7429	Umuvugizi wa Polisi mu ntara y’intara y’iBurasirazuba Inspector of Police IP Emmanuel Kayigi yagize atiUyu Nsengiyumva yaje mu masaha y’ijoro kubitsa amafaranga ibihumbi mirongo itatu by’amafaranga y’u Rwanda 30.
7430	Icyo gihe ikamyo zikoreye ibicuruzwa z’abo bacuruzi 16 zangijwe n’insoresore mu muhanda w’Umuhora wa Ruguru Nairobi-Eldoret-Kampala.
7431	Yung ufite ubwenegihugu bw’Ubwongereza yibiwe mu murenge wa Remera, ho mu karere ka Gasabo ku ya 20 Kamena ahagana saa mbiri z’ijoro.
7432	Iki kibazo, abacuruzi bavuga ko cyatangiye muri 2012, ubwo uwari Minisitiri w’Intebe icyo gihe Dr Pierre Damien Habumuremyi yagendereraga aka karere akavuga ko hari umuhanda ugiye gukorwa.
7433	Ngirabakunzi agira atiMbimazemo imyaka ibiri, hari n’abandi bagabo babiri dukorana, imodoka nto baduha amafranga 20,000 naho ku modoka nini nka fuso bakaduha amafranga 30,000.
7434	Iri genamigambi rigaragaza amafaranga yari yashyizwe mu nzego z’uburezi nka MINEDUC n’abafatanyabikorwa bayo barimo uturere mu mwaka wa 2015-2016 n’azashyirwamo muri 2016-2017.
7435	Minisiteri y’Imari n’Igenamigambi yatangaje ko guhera mu mwaka w’ingengo y’imari wa 201617 imodoka zitwara ibisukika zizajya zisoreshwa ku gipimo cya 0 mu gihe zakabaye zisoreshwa ku 10.
7436	Minisitiri Gatete yabwiye abanyamakuru ko Leta y’u Rwanda ishimira Banki y’Isi byimazeyo cyane ko isanzwe ari umufatanyabikorwa mu nzego zitandukanye zirimo inganda,imibereho myiza y’abaturage n’izindi.
7437	Tariki ya 8 Mata 1994, ubwicanyi bwarakomeje mu bice bitandukanye by’igihugu, ku rundi ruhande ingabo za FPR Inkotanyi nazo zakomeje urugamba zigamije guhagarika Jenoside .
7438	Iyo bajyaga gusaba umugeni babanzaga kumuraguriza ngo barebe ko adafite amaraso y’indurwe amaraso asama, bagahanuza ko uwo mugeni atazabazanira ubujyahabi n’ibindi.
7439	Abapadiri bo kuri misiyoni ya Nyundo batangaje ko ku Nyundo honyine hapfiriye abantu barenga 25000, bishwe n’inzara.
7440	Ni agace gaherereye mu Kagari ka Mukore mu Murenge wa Kageyo mu Karere ka Ngororero.
7441	Abanyarwanda bo hambere bavugaga ko iyo umuntu apfuye, umubiri uba umurambo, igicucu kikaba umuzimu utagaragara kandi udafatika.
7442	Iyo miterere y’inkomoko y’abami ikavuga ko umwami iyo yatangaga yagombaga gusimburwa n’umuhungu we, bityo bityo kugeza ku ndunduro.
7443	Buri gihugu cyagiraga amatwara yacyo ashingiye ku kubumbatira ubusugire bw’igihugu n’abaturage bacyo, bityo ugasanga ibihugu byose bihora birwana ishyaka ryo gutsinda amahanga bihana imbibi.
7444	Ageze mu nzira, abona inyoni yafashwe n’umushibuka iruhande rw’ikirundo cy’ibyatsi byumye.
7445	Perezida wa Repubulika yunamiye intwari z’u Rwanda, anashyira indabo ku kimenyetso cy’ubutwari.
7446	Ikibazo abayirokotse bemeza bafite ni ihakana n’ipfobya rya Jenoside ndetse ni uburyo abayirokotse bagifitiwe urwango ndetse rugaragara henshi ku isi.
7447	Andi moko yabonekaga mu Rwanda yari ay’inzu aho umuntu yabyaraga, abamukomokaho bakamwitirirwa kugeza ku buzukuruza,ubuvivi n’ubuvivure, aho twavuga nk’Abahindiro bakomoka kuri Gahindiro.
7448	Inzu abami b’ingoma z’u Rwanda bakomokagamo zarimo Abami b’Abanyiginya, Abami b’Abasindi, Abami b’Abahindiro n’Abami b’Abaganzu.
7449	Ubushakashatsi butavugwaho rumwe bwatangajwe nyuma yaho iyi ntambara irangiriye mu 1945, bwahinduye imyitozo ya gisirikare muri Amerika no ku isi.
7450	Dukomereje ku maherezo y’ubumwe bw’abasoviyeti Hari hakiri Leta 12 zakomeje guhanyanyaza zivuga ko zakongera kwihuza zigasigasira amahame y’Abasoviyeti ba Kera yaremberaga.
7451	Ubushize twasubikiye aho Nikita Khrushchev yemeranije na USA gukura muri Cuba za missile yari yashyizeyo zo kurimbura USA,ubwo Abanyamerika na bo bagakura izo bari bafite muri Turkiya n’Ubutaliyani.
7452	Mu gitabo Inganji Kalinga cyanditswe na Kagame Alex, havugwamo uburyo ibimanuka byaje n’inkomoko y’iryo zina.
7453	Ubushize twasubikiye ahavuga komu bindi Abasoviyeti bazamukiyemo cyane ari ubushakashatsi mu by’ikoranabuhanga, ubumenyi bw’ikirere n’isanzure muri rusange ndetse no gukora intwaro.
7454	Muri iki gice harimo umwihariko kuko turaza no kuvuga ku ntambara ya kabiri y’isi ahagaragayemo ku ruhare runi umugabo wamenywe n’isi yose nanubu atazibagirana mu mitwe y’abantu Hitler.
7455	Ubushize twari twasubikiye aha,’Tariki 3 Mata, 1922, troika yarateranye yemeza Joseph Vissarionovich Stalin nk’umunyamabanga mukuru w’ishyaka rya Gikomunisiti ry’Abasoviyeti, General Secretary of the Communist Party of the Soviet Union’.
7456	Hari tariki 30 Ukuboza 1922 ubwo ibihugu byasinyaga amasezerano yo kwihuza.
7457	Gusiga abana be batanu n’umugabo muri Uganda akaza ku rugamba rwo kubohora u Rwanda ntibyashimishije benshi.
7458	Ni nako kandi yakomeje gushishikariza abaturage kwica Abatutsi bari bataricwa no kubaha uburyo bwose bwo gusoza Jenoside mu bihe bya vuba.
7459	Hashoboye kuboneka Agenda za KAMBANDA na bamwe mu ba Minisitiri be zanakoreshejwe nk’ibimenyetso bishinja mu manza zabo zabereye mu Rukiko Mpanabyaha Mpuzamahanga Rwashyiriweho u Rwanda.
7460	Kugeza ku itariki ya 20 Mata 1994 i Kabgayi hari hamaze kugera impunzi nyinshi z’Abatutsi maze zishyirwa ahantu hatandukanye mu mazu ari I Kabgayi.
7461	Mu bindi bice by’Igihugu twari tuitarabohorwa n’Inkotanyi, ahari hasigaye Abatutsi bakihishahishe, Leta y’abicanyi yari ikomeje kubica.
7462	Kuri iyi tariki kandi ni bwo FPR yakoresheje Radio Muhabura ibwira abari bihishe ahantu hatandukanye mu Mujyi wa Kigali ko bajya mu duce tugenzurwa na yo.
7463	Abasirikari bakoreshaga grenades, n’imbunda n’amasasu, nyuma Interahamwe zikaza gusoza ubwo bwicanyi zikoresheje intwaro gakondo harimo impiri n’imipanga.
7464	Iyo nkunga ni yo yahaye ingufu abicanyi, bakomeza kwica, nyamara iyo Ubufaransa bubishaka hari hamwe na hamwe mu Rwanda Abatutsi bari bashoboye kwirwanaho, bashoboraga kurokoka nko mu Bisesero.
7465	Iyi nyandiko iragaragaza hamwe mu hantu hashoboye kumenyekana hiciwe Abatutsi barenza ibihumbi ijana na mirongo itanu umunsi umwe.
7466	Iyi nyandiko iragaragaza hamwe mu hantu hiciwe Abatutsi tariki ya 17 Mata mu 1994.
7467	Iyi nyandiko iragaragaza hamwe mu hantu hashoboye kumenyekana hiciwe Abatutsi kuri iyi tariki mu 1994.
7468	Bagaragaza ko jenoside yaje ari indunduro y’umugambi w’igihe kirekire wo kurimbura abatutsi.
7469	Iyi nyandiko iragaragaza hamwe mu hantu hashoboye kumenyekana hiciwe Abatutsi kuri iyi tariki mu 1994.
7470	Ku rundi ruhande ingabo za Loni aho kurinda umutekano zihitamo gufata indege zirataha.
7471	Iyi nyandiko iragaragaza hamwe mu hantu hashoboye kumenyekana hiciwe Abatutsi kuri iyi tariki mu 1994.
7472	Ku myaka 72 y’amavuko,umusaza Karera Joseph avuga ko yakurikira ibyaberaga mu itangazamakuru mbere ya jenoside yakorewe abatutsi ndetse no mu bihe byayo.
7473	Mbere ya Jenoside yakorewe Abatutsi mu 1994 Ntarama yari mu cyahoze ari Komine Kanzenze, Superefegitura ya Kanazi, Perefegitura ya Kigali-Ngari.
7474	Umurenge wa kiziguro ni umwe mu Mirenge 14 igize Akarere ka Gatsibo, ahahoze ari komini Murambi.
7475	Iyi Jenoside yabaye mu gihe cy’amezi atatu gusa, ihitana abarenga miriyoni.
7476	Gusa kuri iyi tariki ya 09 Mata 1994 ingabo za RPA inkotanyi zari zatangiye kurokora Abatutsi.
7477	Mu mwaka wa 1914, hari umusirikare w’Umunyamerika wavuze ati mfite ibyishimo byinshi, kandi iyo ntekereje ukuntu mu minsi iri imbere ibintu bizaba ari byiza cyane, numva bindenze.
7478	Abanyarwanda ubwabo ndetse n’abagenderera u Rwanda hari ahantu nyaburanga bakwiye gusura kugira ngo barusheho kumenya no gucengerwa n’ibyiza bituma iki gihugu gikomeza kuba imparirwa kurusha.
7479	Ariko na none nubwo amahame ya Cyami yavugaga ko abagore bose babaga ari ab’umwami ,ntibishaka kuvuga ko umugore w’umwami wese yashoboraga kuba umugabekazi.
7480	Umupira w’amaguru cyangwa se ruhago mu Rwanda,watangijwe ahahinga mu 1930 utangizwa n’umwami w’ u Rwanda Mutara III Rudahigwa ku bufatanye n’abapadri.
7481	Ariko amateka agaragaza ko ayo mazina yabayeho kubera akato abakoloni b’ababiligi bari barahaye idini ya Islamu mu Rwanda.
7482	Hari ibintu bibiri izi nkuru z’urukundo, akenshi ziba ari impimbano, ziba zihuriyeho.
7483	Ku wa Mbere ni bwo umucamanza Dennis Saylor wo mu rukiko rwa Boston, yasomye urubanza rwa Teganya.
7484	Ibi yabigarutseho ku Cyumweru tariki 30 Kamena 2019 mu muhango wo kwibuka Jenoside yakorewe Abatutsi mu Murenge wa Muyira mu Karere ka Nyanza mu ntara y’Amajyepfo.
7485	Iyo miterere y’inkomoko y’abami ikavuga ko umwami iyo yatangaga yagombaga gusimburwa n’umuhungu we, bityo bityo kugeza ku ndunduro.
7486	Nk’uko bivugwa n’abahanga batandukanye mu by’amateka harimo nka Ginger Garrett, urubuga rwa wikipedia.
7487	Nyuma yo gushyira indabo ku mva zishyinguyemo Abatutsi, Denise Tshisekedi yeretswe ibice bitandukanye by’urwibutso rwa Kigali, anasobanurirwa amateka ya Jenoside.
7488	Urwo rugo ruherereye mu Murenge wa Mukura, mu Kagari ka Bukomeye mu Mudugudu wa Taba muri Huye.
7489	Dr Bizimana avuga ko abana bavutse ku babyeyi bagize uruhare muri Jenoside baza ku isonga muri Jenoside yakorewe Abatutsi bashinze imiryango ikomeje kubiba urwango no guhembera ingengabitekerezo ya Jenoside.
7490	Uwo Mwami amaze kwima ingoma ya Se Yuhi III Mazimpaka.
7491	Bizimana yasobanuye uburyo kuri tariki 23 Mutarama 1953 hasohotse icyiswe manifesto y’Abahutu iri nayo kimwe mu byabaye intangiriro yo kwigisha no kubiba urwango ku Batutsi no gutegura Jenoside.
7492	Amateka yakunze kwandikwa ko u Rwanda rwahanzwe mu kinyejana cya 11 1091, ruremwe n’Umwami Gihanga Ngomijana.
7493	Depite Mukabalisa yatangiye yihanganisha imiryango yabuze ababo muri jenoside yakorewe Abatutsi, abasaba kujya bibuka ababo buri gihe mu rwego rwo kuzirikana ineza n’urugwiro byabarangaga.
7494	Kuri iki Cyumweru muri uyu murenge habereye umuhango wo kwibuka ku nshuro ya 25 Jenoside yakorewe Abatutsi 1994.
7495	Kuri iyi tariki kandi ni bwo FPR yakoresheje Radio Muhabura ibwira abari bihishe ahantu hatandukanye mu Mujyi wa Kigali ko bajya mu duce tugenzurwa na yo.
7496	Uyu munsi benshi bakunze kwita May day cyangwa umunsi wa Gicurasi waje kugirwa umunsi mpuzamahanga mu 1889 mu nama mpuzamahanga ya mbere yabereye i Paris mu Bufaransa.
7497	Dowager Rosalie Gicanda yari umugore w’umwami Mutara wa III Rudahigwa, akaba yarapfakaye mu 1959 ubwo umugabo we yicirwaga i Bujumbura.
7498	Iryo tangazo ryashyizweho umukono na Musenyeri Filipo Rukamba, Perezida w’Inama y’Abepiskopi Gatolika mu Rwanda, rivuga ko muri iyo baruwa hari ibyakomerekeje abantu.
7499	Ni mu gihe hari abarokotse Jenoside yakorewe Abatutsi 1994 batazi aho ababo baguye bakaba batarabonye imibiri yabo ngo bayishyingure mu cyubahiro.
7500	Bibi cyaneNdizera ko CNLG na PSF bazacyemura iki kibazo cy’ubu buryo bwo kwamamaza mu gihe cyo Kwibuka26.
7501	Dr Bizimana yagize ati Aba bantu ngiye ntangaho ingero, nahoze ndeba nsanga abato barengeje imyaka 75, abandi ba Kabuga bari hejuru y’imyaka 80.
7502	Ibi yabigarutseho mu kiganiro cyatanzwe ubwo Abanyamakuru hamwe n’abakozi b’ibigo bakorana n’Itangazamakuru, bibutse bagenzi babo bagera kuri 60 bazize Jenoside yakorewe Abatutsi.
7503	Kuri iyi taliki ibihumbi n’ibihumbi by’abatutsi barishwe mu buryo butandukanye, hirya no hino mu gihugu.
7504	Gitera yadukanye igitekerezo cyo guhimba ayo mategeko y’urwango muri mitingi y’ishyaka rye rya Aprosoma, yabereye i Astrida Huye kuwa 27 Nzeri 1959.
7505	Madamu Jeannette Kagame yavuze ko ubu busitani bufite igisobanuro cy’amateka yabereye aho buri mu gihe cya jenoside yakorewe Abatutsi ndetse ko ari n’ikimenyetso cyerekana ko ubuzima bwakomeje.
7506	Ibyo bikorwa by’ingengabitekerezo no gupfobya Jenoside byagaragaye mu turere twa Musanze na Burera mu Ntara y’Amajyaruguru.
7507	Ku munsi nk’uyu nguyu, amagambo yo kuvuga ibyiyumviro dufite arabura.
7508	Yabivuze kuri uyu uyu wa 07 Mata 2019, mu mugoroba wo kwibuka ku nshuro ya 25 Jenoside yakorewe Abatutsi mu Rwanda, mu 1994.
7509	Ku rwego rw’igihugu, umuhango watangiriye ku rwibutso rwa Kigali ruherereye ku Gisozi, nyuma ibiganiro bikomereza mu nyubako ya Kigali Convention Center.
7510	Yabitangaje kuri iki Cyumweru ubwo yatangizaga ibikorwa byo kwibuka ku nshuro ya 25 Jenoside yakorewe Abatutsi.
7511	Minisitiri Michel, yavuze ko Jenoside ari icyaha cyakorewe ikiremwa muntu, avuga ko yifatanyije n’imfubyi yabuze ababyeyi, ababyeyi babuze abana n’abandi bose bakozweho na Jenoside yakorewe Abatutsi.
7512	Minisitiri w’intebe wa Ethiopia Abiy Ahmed afite imyaka 42, akaba yarafashe iyi mirimo kuva mu mwaka ushize wa 2018.
7513	Abami b’Ibimanuka ni abakomoka kuri Shyerezo, Abami b’umushumi ni abatazwi igihe bategekeye n’ibyabaye ku Ngoma zabo, naho Abami b’Ibitekerezo ni Abami bazwi neza igihe bategekeye n’ibyabaye ku ngoma zabo.
7514	Umwami yafashwaga n’abatware batatu b’ingenzi ari bo, Umutware w’umukenke wari ushinzwe ibintu byose birebana n’ubworozi bw’inka, umutware w’ubutaka n’ Umutware w’Ingabo.
7515	Umunsi mukuru ngarukamwaka w’intwari wizihirizwa ku rwego rw’imidugudu mu Rwanda hose.
7516	Mostafa Waziri, umunyamabanga mu kanama gashinzwe ahantu harangwamo ibya cyera, yemeje iby’uko kubona iyo mva kudasanzwe yabayeho mu mugihe cy’imyaka myinshi ishize.
7517	Idi Amini yagiye arangwa no kuvuga amagambo akomeye yuje igitugu cyinshi, ntiyatinyaga gusebya abaminisitiri mu ruhame, ndetse ntiyatinyaga kwica kuko iyo yabaga yabikubwiye yarabikoraga.
7518	com rwagaragaje aba perezida bo muri Afurika bakoze ibara kurenza abandi.
7519	Umuvugizi wiri huriro Rt Hon Roger Nkodo Dang yavuze ko nk’abahagarariye abanyafurika bagomba gukoresha ingufu zabo kuburyo Jenoside itakongera kubaho ukundi.
7520	N’ibuye rinini bigaragara ko ridasanzwe gusa rikaba rishinze mu butaka munsi y’umuhanda hagati y’inzu ikorerwa ubucuruzi, n’akabari k’urwagwa.
7521	Hagaragayemo abaminisitiri batandatu bashya, naho Minisiteri yari ishinzwe Ibiza n’Impunzi ihindurirwa izina yitwa ishinzwe ibikorwa by’ubutabazi.
7522	Urwego rw’Imanzi ari narwo Fred Gisa Rwigema arimo, rushyirwamo abantu baranzwe n’ibikorwa by’ubutwari bihebuje kandi bakaba batakiriho, bakaba baratabarutse bitangira igihugu.
7523	Ubwami nk’ubu bwabayeho kera, burakomera ariko igitangaje kuri ubu nta na hamwe busigaye.
7524	Aba bayobozi bakuru baba babavangira nabo rero bagashaka kubikiza kuko nabo baba bafite imbaraga.
7525	Imirwano yatumye hari uvunika imbavu mu rusengero na babiri bahungabanye.
7526	Bavumbuye ibyo, ubwo bakoraga ubushakashatsi ku mva yashyingurwagamo abantu banyuzagamo bakagenda bimuka n’abari batunzwe no gusoroma imbuto.
7527	Ukurikije amarorerwa uyu mugabo yakoze, biragoye kwibyiyumvisha no kwakira amarorerwa n’ iyicarubozo yakoreye ubwoko bw’ abayahudi.
7528	Iyi gereza iherereye mu gihugu cya El Salvador abayifungiyemo bose usanga umubiri wabo wuzuyeho ibishushanyo n’amagamboTatto akenshi bivuga amateka y’ibyaha bikomeye baba barakoze ndetse no mu cyubahiro cy’abo babikoreye.
7529	Ruganzu yima ingoma,umurwa Mukuru w’u Rwanda wari I Gasabo ,yimye ingoma akiri muto,abanza gutegekerwa na nyina Nyiraruganzu I Nyakanga w’umusingakazi,wakurikirwaga mu butegetsi na mubyara we Nkurukumbi mwene Nyebunga.
7530	Ntiyashoboraga kujya ku rugamba cyangwa ngo abe yahabwa imyanya ikomeye mu nzego z’igihugu ariko ntibyabujije bamwe mu bagore kuba intwari bagakora ibikorwa by’indashyikirwa n’abagabo batari gupfa gukora.
7531	Iyo byabaga ngombwa ko u Rwanda rutera igihugu runaka, hari imihango yagombaga kubanza gukorwa kugira ngo ingabo zitazagira icyo zibura ziri ku rugamba.
7532	Abenegihugu bajya muri izo ntambara babizi neza ko iherezo ari ugupfa cyangwa gukira.
7533	Yagize atiNabajije umwe mubayikoze nti,ese buriya mwumvaga mumeze mute Arambwira ati njye nkibitangira numvaga biteye ubwoba ati maze kwica babiri,uwagatatu numvaga ari nko kwica inkware.
7534	Hari tariki 19 Gicurasi ubwo abo bagore bakusanyirizwaga muri iyo nzu yari iherereye ku gasozi ka Mbuye yo mu Murenge wa Ngoma.
7535	Ariko amateka yerekana ko ibikorwa by’igerageza ryayo byatangiye guhera 1959 Abatutsi bicwa, bagatotezwa, abarokotse bakirukanwa mu gihugu bakagirwa impunzi, bigakomeza gutyo kugeza muri Jenoside karundura yakorewe Abatutsi mu 1994.
7536	James Kabarebe, yasabye abanyafurika kujya babanza kwishakamo ubushobozi bwo gukemura ibibazo bibugarije mbere yo kujya gushakira ubufasha ahandi.
7537	Ni ubuhamya bwahungabanyije benshi bari bitabiriye ibikorwa byo kwibuka Abatutsi biciwe mu Karere ka Kamonyi bazize Jenoside mu 1994.
7538	Bamwe muri bo bamaze kubakirwa amazu rusange, aho batunzwe n’ikigega gifasha abarokotse jenoside.
7539	Yabajijwe uko byagenze ngo akore icyo gikorwa cy ’indashyikirwa avuga ko ibyo byose yabifashijwemo n’Imana ndetse na bimwe mubyo yakoraga by’imyenda.
7540	Umunyamabanga Nshingwabikorwa w’Umurenge wa Nyamata, Mushenyi Innocent yabwiye itangamakuru ko nyuma y’ibiganiro byo ku gicamunsi cyo kuwa mbere Museruka Augustin yavuze amagambo akomeye.
7541	Ijambo Genocide kandi riva ku magambo abiri y’Ikigiriki ariyo Genos Bivuga Ubwoko cyangwa abantu na Cide bivuga igikorwa cyo kwica.
7542	Amin ni umugabo uzwi mu mateka ya Uganda kubera udushya twaranze ubutegetsi bwe.
7543	Hideki Tojo miliyoni 5 barapfuye Hideki TojoUyu yari generale mu gisirikare cy’igihugu cy’Ubuyapani mu gihe cy’ubwami Uyu yari generale mu gisirikare cy’igihugu cy’Ubuyapani mu gihe cy’ubwami.
7544	Abahatuye bavuga ko benshi bahumva mu ndirimbo zirata ubwiza bw’ u Rwanda bakibwira ko ibivugwa muri ibyo bihangano hari ukuntu bihagaragara ariyo mpamvu bahasura.
7545	Iyo yakoraga ku gahanga byavugaga indahangarwa n’ababisha, mu gituza bikavuga gutura mu Rwanda n’umutekano.
7546	Abenshi bahajyanywe ku buryo bwo kugurishwa no gukoreshwa ubucakara.
7547	Yishwe muri Jenoside yakorewe Abatutsi mu Rwanda muri Mata 1994.
7548	aka karere mu myaka irindwi ya Guverinoma ntikasigaye inyuma ku bijyanye no gukomeza guteza imbere umuco nyarwanda nk’imwe mu nkingi ziherwaho mu guteza imbere igihugu.
7549	Se umubyara Asaph Hall II yakoraga imirimo yo gukora amasaha ari nabyo byatungaga umuryango wabo hamwe na nyina Hannah Palmer.
7550	Robwa Uyu mukobwa aza ku mwanya wa mbere bitewe ni uko yemeye gupfa nk’umutabazi abandi bagabo banze.
7551	Urwego rw’Imanzi ari narwo Fred Gisa Rwigema arimo, rushyirwamo abantu baranzwe n’ibikorwa by’ubutwari bihebuje kandi bakaba batakiriho, bakaba baratabarutse bitangira igihugu.
